标题,品牌,车型,款式,车年份,购车时间,售价,首付,里程,城市
别克君威 2020款 552T 豪华型,别克,别克君威,552T,2020,2022,11.52,2.30万,6.08万公里,潍坊
日产天籁 2016款 2.0XL  改款 舒适版,日产,日产天籁,舒适版,2016,2018,8.58,1.72万,8.19万公里,潍坊
本田思域 2016款 180TURBO CVT舒适版,本田,本田思域,CVT舒适版,2016,2018,6.5,1.30万,4.81万公里,菏泽
长安逸动 2021款 PLUS 蓝鲸NE 1.4T GDI 双离合 尊贵版,长安,长安逸动,尊贵版,2021,2021,5.36,1.07万,5.47万公里,长春
欧拉黑猫 2021款 基础型 301km,欧拉,欧拉黑猫,基础型,2021,2021,4.5,0.90万,3.94万公里,洛阳
本田奥德赛 2021款 2.0L E-CVT 锐·智享版,本田,本田奥德赛,锐·智享版,2021,2021,19.68,3.94万,2.68万公里,潍坊
Jeep自由光 2020款 2.0L 两驱 经典运动版,Jeep,Jeep自由光,经典运动版,2020,2021,9.96,1.99万,2.18万公里,潍坊
大众宝来 2019款 宝来·传奇 1.5L 自动领先型 国VI,大众,大众宝来,自动领先型,2019,2021,6.8,1.36万,1.24万公里,长春
丰田汉兰达 2013款 2.7L 自动 两驱 紫金版 5座,丰田,丰田汉兰达,5座,2013,2013,7.3,1.46万,6.32万公里,长春
领克03 2021款 1.5TD 双离合 劲Plus,领克,领克03,双离合,2021,2021,8.9,1.78万,1.41万公里,重庆
奔腾T77 2020款 PRO 280TID 双离合 豪华型,奔腾,奔腾T77,双离合,2020,2020,6.576,1.32万,3.73万公里,长春
大众迈腾 2021款 330TSI 30周年纪念型,大众,大众迈腾,330TSI,2021,2021,16.6,3.32万,2.49万公里,长春
奔驰C级 2021款 C 260 L 运动版,奔驰,奔驰C级,运动版,2021,2021,22.3,4.46万,4.63万公里,宁波
长安CS75PLUS 2021款 1.5T 手自一体 尊贵型,长安,长安CS75PLUS,手自一体,2021,2021,8.58,1.72万,2.33万公里,大连
smart fortwo 2015款 1.0L 52千瓦硬顶激情版,smart,smart,52千瓦硬顶激情版,2015,2017,5.95,1.19万,10.44万公里,大连
吉利汽车吉利博越 2023款 博越COOL 1.5T 智慧型,吉利汽车,吉利汽车吉利博越,1.5T,2023,2023,9.1,1.82万,2.98万公里,沈阳
大众ID.6 CROZZ 2022款 601km 长续航PRO版,大众,大众ID.6,长续航PRO版,2022,2023,19.2,3.84万,0.04万公里,长春
领克01 2020款 2.0TD 手自一体 两驱 纯Pro版 国VI,领克,领克01,国VI,2020,2021,9.78,1.96万,5.12万公里,重庆
现代悦动 2020款 1.6L 手自一体 悦目版,现代,现代悦动,悦目版,2020,2020,5.2,1.04万,4.26万公里,长春
理想汽车理想ONE 2020款 增程6座版,理想汽车,理想汽车理想ONE,增程6座版,2020,2020,16.5,3.30万,7.26万公里,北京
Jeep指南者 2017款 200T 悦享版,Jeep,Jeep指南者,悦享版,2017,2019,6.3,1.26万,8.31万公里,厦门
宝马X1 2013款 xDrive20i 2.0T 手自一体 X设计套装,宝马,宝马X1,手自一体,2013,2014,6.19,1.24万,9.61万公里,银川
比亚迪海豚 2023款 420km 时尚版,比亚迪,比亚迪海豚,时尚版,2023,2023,9.0,1.80万,0.50万公里,厦门
魏牌VV5 2020款 1.5T 双离合 颜先锋,魏牌,魏牌VV5,双离合,2020,2020,7.26,1.45万,2.03万公里,潍坊
宝马6系GT 2018款 630i 2.0T 手自一体 M运动套装,宝马,宝马6系GT,手自一体,2018,2018,28.8,5.76万,6.80万公里,重庆
比亚迪唐新能源 2021款 DM-i 1.5T 112KM 前驱尊荣型,比亚迪,比亚迪唐新能源,112KM,2021,2022,13.2,2.64万,2.30万公里,重庆
思皓QX 2021款 300T 双离合 豪华智联型,思皓,思皓QX,双离合,2021,2022,7.28,1.46万,1.81万公里,潍坊
大众迈腾 2020款 280TSI 舒适型,大众,大众迈腾,280TSI,2020,2022,12.3,2.46万,6.08万公里,长春
丰田卡罗拉 2017款 改款 1.2T CVT GL 国V,丰田,丰田卡罗拉,GL,2017,2018,5.8,1.16万,5.71万公里,长春
马自达CX-4 2016款 2.0L 手自一体 两驱 蓝天活力版,马自达,马自达CX-4,蓝天活力版,2016,2017,6.6,1.32万,6.29万公里,长春
本田e:NS1 2022款 e动版,本田,本田e:NS1,e动版,2022,2023,11.58,2.32万,0.79万公里,潍坊
大众高尔夫 2021款 280TSI 双离合 R-Line型,大众,大众高尔夫,双离合,2021,2022,12.9,2.58万,2.92万公里,重庆
现代伊兰特 2021款 1.5L LUX尊贵版,现代,现代伊兰特,LUX尊贵版,2021,2022,7.77,1.55万,4.27万公里,潍坊
马自达3 昂克赛拉 2021款 1.5L 自动质悦版,马自达,马自达3,自动质悦版,2021,2021,8.36,1.67万,3.17万公里,潍坊
奔驰A级 2020款 A 200 L 运动轿车,奔驰,奔驰A级,L,2020,2019,13.9,2.78万,5.72万公里,淄博
北京BJ40 2019款 BJ40 PLUS 2.3T 手自一体 旗舰型 国VI,北京,北京BJ40,旗舰型,2019,2020,10.5,2.10万,6.02万公里,兰州
日产逍客 2017款 2.0L CVT 智享版 国VI,日产,日产逍客,国VI,2017,2019,7.92,1.58万,8.03万公里,潍坊
零跑汽车零跑T03 2021款 400 舒享版,零跑汽车,零跑汽车零跑T03,舒享版,2021,2021,3.8,0.76万,5.43万公里,济南
名爵MG6 2017款 20T 双离合 豪华智联版 国Ⅴ,名爵,名爵MG6,国Ⅴ,2017,2019,4.3,0.86万,2.83万公里,中山
本田XR-V 2017款 1.5L LXi CVT 经典版 国V,本田,本田XR-V,国V,2017,2017,6.6,1.32万,7.26万公里,沈阳
宝马1系 2018款 118i 1.5T 手自一体 设计套装版,宝马,宝马1系,设计套装版,2018,2019,9.2,1.84万,5.63万公里,沈阳
本田艾力绅 2019款 锐·混动 2.0L E-CVT 至尊版,本田,本田艾力绅,至尊版,2019,2021,21.68,4.34万,7.04万公里,中山
丰田亚洲龙 2019款 双擎 2.5L E-CVT XLE尊贵版 国VI,丰田,丰田亚洲龙,国VI,2019,2021,16.38,3.28万,7.04万公里,中山
海马M3 2013款 1.5L 手动 标准型,海马,海马M3,手动,2013,2014,0.6,0.12万,9.90万公里,临沂
宝马1系 2017款 118i 1.5T 手自一体 运动版,宝马,宝马1系,运动版,2017,2017,7.98,1.60万,7.61万公里,潍坊
丰田RAV4荣放 2015款 2.0L CVT 新锐版,丰田,丰田RAV4荣放,新锐版,2015,2015,7.4,1.48万,9.63万公里,北京
广汽传祺传祺GS8 2022款 双擎 2.0T 两驱尊贵版 7座,广汽传祺,广汽传祺传祺GS8,7座,2022,2022,18.8,3.76万,4.94万公里,大同
大众朗逸 2019款 启航 1.5L 手动风尚版 国VI,大众,大众朗逸,国VI,2019,2020,5.1,1.02万,1.87万公里,西安
大众途岳 2022款 280TSI  两驱舒适版,大众,大众途岳,两驱舒适版,2022,2022,11.9,2.38万,1.60万公里,东莞
大众迈腾 2019款 330TSI 双离合 领先型 国VI,大众,大众迈腾,领先型,2019,2019,11.4,2.28万,2.56万公里,苏州
奥迪A6L 2020款 45 TFSI 臻选动感版,奥迪,奥迪A6L,臻选动感版,2020,2020,27.41,5.48万,6.32万公里,潍坊
本田CR-V 2023款 240TURBO 两驱锋尚版 5座,本田,本田CR-V,5座,2023,2023,15.7,3.14万,0.43万公里,商丘
雪佛兰科鲁兹 2016款 三厢 1.5L 自动豪华版,雪佛兰,雪佛兰科鲁兹,自动豪华版,2016,2016,3.1,0.62万,8.42万公里,赤峰
丰田威驰 2011款 1.6L GL-i 天窗版 手动,丰田,丰田威驰,手动,2011,2012,1.8,0.36万,8.25万公里,邯郸
奥迪Q3 2017款 35 TFSI 时尚版,奥迪,奥迪Q3,时尚版,2017,2018,9.6,1.92万,10.99万公里,合肥
别克GL8 2017款 25S 尊贵版 国V,别克,别克GL8,国V,2017,2018,12.68,2.54万,11.60万公里,邯郸
领克03 2022款 03+ 2.0T 自动四驱驭风版,领克,领克03,自动四驱驭风版,2022,2022,13.4,2.68万,5.35万公里,苏州
奥迪A4L 2019款 40 TFSI 进取版 国V,奥迪,奥迪A4L,国V,2019,2019,15.4,3.08万,6.72万公里,福州
马自达CX-4 2018款 2.0L 手自一体 两驱 蓝天品位升级版 国V,马自达,马自达CX-4,国V,2018,2019,8.5,1.70万,5.44万公里,苏州
别克昂科拉GX 2020款 20T CVT 两驱 豪华型,别克,别克昂科拉GX,两驱,2020,2021,7.5,1.50万,2.59万公里,许昌
吉利汽车吉利豪越 2022款 1.8TD 双离合 豪华型 7座,吉利汽车,吉利汽车吉利豪越,豪华型,2022,2023,8.65,1.73万,0.69万公里,北京
别克君威 2019款 20T 精英版 国VI,别克,别克君威,国VI,2019,2019,8.46,1.69万,3.00万公里,潍坊
现代ix25 2017款 1.4T 双离合 智能版 国VI,现代,现代ix25,国VI,2017,2018,6.78,1.36万,3.59万公里,潍坊
别克英朗 2018款 15T 手动 精英版 国V,别克,别克英朗,国V,2018,2017,3.3,0.66万,2.28万公里,许昌
别克英朗 2018款 15T 双离合 精英版 国V,别克,别克英朗,国V,2018,2019,4.5,0.90万,2.09万公里,赣州
日产轩逸 2021款 1.6XL CVT 悦享版,日产,日产轩逸,悦享版,2021,2021,7.5,1.50万,8.89万公里,北京
本田艾力绅 2016款 2.4L CVT 豪华版,本田,本田艾力绅,豪华版,2016,2018,17.08,3.42万,7.33万公里,潍坊
北汽威旺威旺S50 2016款 欢动版 1.5T 手动 尊贵版,北汽威旺,北汽威旺威旺S50,尊贵版,2016,2016,4.2,0.84万,3.63万公里,许昌
广汽传祺传祺GS8 2022款 2.0T 两驱尊贵版 7座,广汽传祺,广汽传祺传祺GS8,7座,2022,2022,15.6,3.12万,3.75万公里,大同
凯迪拉克ATS-L 2017款 28T 技术版,凯迪拉克,凯迪拉克ATS-L,技术版,2017,2019,10.3,2.06万,3.04万公里,潍坊
比亚迪宋MAX 2019款 1.5TI 双离合 智联睿逸型 天窗版 6座 国VI,比亚迪,比亚迪宋MAX,国VI,2019,2019,5.87,1.17万,4.77万公里,济宁
比亚迪护卫舰07 2023款 DM-i 1.5T 100km 两驱尊贵型,比亚迪,比亚迪护卫舰07,100km,2023,2024,14.6,2.92万,0.11万公里,襄阳
凯迪拉克SRX 2014款 3.0L 手自一体 精英型,凯迪拉克,凯迪拉克SRX,手自一体,2014,2015,7.5,1.50万,10.16万公里,大连
大众宝来 2019款 宝来·传奇 1.5L 手动 时尚型 国V,大众,大众宝来,时尚型,2019,2021,6.18,1.24万,3.25万公里,济宁
别克英朗 2019款 18T 手自一体 互联精英版 国VI,别克,别克英朗,国VI,2019,2021,5.4,1.08万,2.90万公里,郑州
大众帕萨特 2022款 330TSI 星空精英版,大众,大众帕萨特,星空精英版,2022,2021,15.8,3.16万,3.41万公里,石家庄
丰田卡罗拉 2017款 改款 1.2T CVT GL-i 国VI,丰田,丰田卡罗拉,GL-i,2017,2019,6.98,1.40万,5.49万公里,潍坊
雪铁龙天逸 C5 AIRCROSS 2021款 360THP 悦享型,雪铁龙,雪铁龙天逸,360THP,2021,2023,11.26,2.25万,1.66万公里,潍坊
长安逸动 2023款 PLUS畅享版 蓝鲸NE 1.4T 尊贵型,长安,长安逸动,尊贵型,2023,2024,7.09,1.38万,0.37万公里,南昌
名爵锐腾 2017款 锐腾 20T 自动豪华版,名爵,名爵锐腾,自动豪华版,2017,2017,2.8,0.56万,7.39万公里,襄阳
别克君威 2023款 552T 智享型,别克,别克君威,552T,2023,2023,12.96,2.59万,0.89万公里,郑州
长安启源A06 2023款 1.5L 111km 顶配版,长安启源,长安启源A06,顶配版,2023,2023,9.98,2.00万,0.68万公里,潍坊
哈弗H6 2018款 红标 2.0GDIT 双离合 豪华版,哈弗,哈弗H6,豪华版,2018,2019,6.3,1.26万,6.73万公里,大连
长安CS75PLUS 2022款 第二代 2.0T 旗舰型,长安,长安CS75PLUS,2.0T,2022,2022,10.8,2.16万,1.21万公里,包头
长安UNI-V 智电iDD 2023款 1.5T 113km 智酷型,长安,长安UNI-V,113km,2023,2023,9.98,2.00万,1.45万公里,潍坊
丰田卡罗拉 2019款 1.2T CVT 精英版,丰田,丰田卡罗拉,精英版,2019,2020,8.05,1.61万,5.42万公里,柳州
吉利汽车吉利帝豪GL 2017款 1.3T  双离合 尊贵版,吉利汽车,吉利汽车吉利帝豪GL,尊贵版,2017,2017,3.55,0.71万,8.33万公里,南宁
长安UNI-K 智电iDD 2023款 1.5T 135km 智领型,长安,长安UNI-K,135km,2023,2023,11.98,2.40万,2.60万公里,潍坊
别克英朗 2018款 18T 手自一体 精英版 国V,别克,别克英朗,国V,2018,2018,4.59,0.92万,7.96万公里,柳州
宝马3系 2022款 325Li M运动套装,宝马,宝马3系,325Li,2022,2022,25.5,5.10万,1.88万公里,厦门
星途追风 2019款 1.6T 双离合 星尊版,星途,星途追风,星尊版,2019,2021,7.92,1.58万,1.72万公里,西安
奇瑞瑞虎8 2018款 1.5TCI 双离合 特供版 7座,奇瑞,奇瑞瑞虎8,7座,2018,2020,6.78,1.36万,2.55万公里,宝鸡
宝马X1 2019款 sDrive20Li 领先版,宝马,宝马X1,领先版,2019,2019,14.2,2.84万,5.62万公里,淄博
奥迪A3 2017款 Limousine 35TFSI 风尚版,奥迪,奥迪A3,风尚版,2017,2017,8.88,1.78万,4.39万公里,苏州
丰田凯美瑞 2021款 2.5G 豪华版,丰田,丰田凯美瑞,豪华版,2021,2021,15.78,3.16万,5.20万公里,柳州
广汽传祺传祺M8 2018款 320T 尊享版,广汽传祺,广汽传祺传祺M8,尊享版,2018,2019,11.78,2.36万,7.29万公里,潍坊
宝马3系 2020款 325Li M运动套装,宝马,宝马3系,325Li,2020,2019,19.4,3.88万,5.17万公里,天津
比亚迪唐 2018款 2.0TI 手自一体 智联尊享版 5座 国V,比亚迪,比亚迪唐,国V,2018,2019,6.98,1.40万,2.79万公里,潍坊
宝马3系 2015款 320Li 2.0T 手自一体 时尚型 超悦版,宝马,宝马3系,超悦版,2015,2015,9.8,1.96万,7.15万公里,北京
领克02 2019款 1.5TD 双离合 两驱 劲Pro 国VI,领克,领克02,劲Pro,2019,2020,8.42,1.68万,1.43万公里,广州
奇瑞瑞虎3 2016款 1.6L 手动 智尚版,奇瑞,奇瑞瑞虎3,智尚版,2016,2017,2.1,0.42万,3.38万公里,北京
小鹏G3 2021款 G3i 460N,小鹏,小鹏G3,G3i,2021,2022,10.05,2.01万,2.82万公里,上海
奇瑞瑞虎5x 2019款 HERO 1.5L 手动 时尚版,奇瑞,奇瑞瑞虎5x,时尚版,2019,2019,4.16,0.83万,2.97万公里,赤峰
比亚迪宋MAX新能源 2022款 DM-i 1.5L 105KM 旗舰型,比亚迪,比亚迪宋MAX新能源,105KM,2022,2022,11.53,2.31万,2.87万公里,潍坊
比亚迪宋PLUS新能源 2021款 DM-i 1.5L 两驱旗舰PLUS,比亚迪,比亚迪宋PLUS新能源,1.5L,2021,2022,10.9,2.18万,2.80万公里,天津
奥迪A6L 2019款 40 TFSI 豪华致雅版,奥迪,奥迪A6L,豪华致雅版,2019,2019,26.5,5.30万,6.42万公里,石家庄
别克君越 2022款 652T 豪华型,别克,别克君越,652T,2022,2023,16.4,3.28万,1.74万公里,南昌
奔驰GLB 2021款 GLB 200 时尚型,奔驰,奔驰GLB,200,2021,2021,19.5,3.90万,2.73万公里,中山
丰田普拉多(进口) 2017款 2.7L 自动 EXR 中东版,丰田,丰田普拉多(进口),中东版,2017,2019,31.2,6.24万,11.03万公里,济宁
长安欧尚Z6 2022款 1.5T 双离合智尊型,长安欧尚,长安欧尚Z6,1.5T,2022,2022,8.1,1.62万,1.64万公里,东莞
雪佛兰爱唯欧 2011款 1.4 SE 手动,雪佛兰,雪佛兰爱唯欧,SE,2011,2013,1.2,0.24万,9.59万公里,唐山
荣威RX5 2020款 20T 双离合 两驱 4G互联超越旗舰版,荣威,荣威RX5,4G互联超越旗舰版,2020,2019,6.0,1.20万,2.36万公里,济宁
比亚迪秦PLUS新能源 2023款 DM-i 冠军版 1.5L 55km 超越型,比亚迪,比亚迪秦PLUS新能源,超越型,2023,2023,8.3,1.66万,0.90万公里,太原
奔驰C级 2020款 C 200 L 时尚型运动版,奔驰,奔驰C级,时尚型运动版,2020,2020,16.7,3.34万,4.27万公里,保定
本田思域 2016款 220TURBO CVT 豪华版,本田,本田思域,豪华版,2016,2016,6.9,1.38万,7.65万公里,乌鲁木齐
坦克300 2021款 越野版 2.0T 征服者,坦克,坦克300,征服者,2021,2021,17.1,3.42万,2.39万公里,唐山
标致408 2019款 360THP 手自一体 豪华版 国VI,标致,标致408,国VI,2019,2020,6.6,1.32万,5.04万公里,乌鲁木齐
奔腾B70 2022款 第三代 1.5T 双离合悦享型,奔腾,奔腾B70,1.5T,2022,2023,6.9,1.38万,2.82万公里,长春
广汽传祺传祺GS4 2021款 270T 手自一体 精英科技版,广汽传祺,广汽传祺传祺GS4,精英科技版,2021,2020,7.2,1.44万,4.75万公里,青岛
广汽集团广汽ix4 2018款 领先版,广汽集团,广汽集团广汽ix4,领先版,2018,2018,5.0,1.00万,8.50万公里,大连
奔驰GLA 2017款 GLA 200 动感版,奔驰,奔驰GLA,动感版,2017,2017,10.38,2.08万,11.28万公里,南京
比亚迪S7 2015款 2.0TID 手自一体 豪华型 7座,比亚迪,比亚迪S7,豪华型,2015,2016,2.4,0.48万,5.22万公里,长春
大众朗逸 2021款 1.5L 手自一体 风尚版,大众,大众朗逸,风尚版,2021,2021,7.0,1.40万,4.49万公里,长春
吉利汽车吉利博越 2020款 1.8TD 双离合 智尊PRO,吉利汽车,吉利汽车吉利博越,双离合,2020,2021,8.06,1.61万,1.81万公里,重庆
日产贵士 2015款 3.5L CVT SL,日产,日产贵士,CVT,2015,2016,17.8,3.56万,5.09万公里,北京
本田思域 2019款 220TURBO CVT 劲动版 国VI,本田,本田思域,国VI,2019,2021,9.5,1.90万,3.96万公里,柳州
宝马5系 2020款 530Li 领先型 豪华套装,宝马,宝马5系,领先型,2020,2020,27.5,5.50万,9.26万公里,商丘
奔驰GLC 2018款 改款 GLC 260 4MATIC 动感版,奔驰,奔驰GLC,动感版,2018,2018,18.9,3.78万,6.19万公里,重庆
长安逸动 2021款 PLUS 1.6L GDI CVT 豪华型,长安,长安逸动,CVT,2021,2021,5.7,1.14万,4.50万公里,青岛
吉利汽车吉利帝豪L HiP 2022款 1.5TD-DHT Pro 100km Super睿,吉利汽车,吉利汽车吉利帝豪L,100km,2022,2023,8.5,1.70万,0.49万公里,合肥
奔驰C级 2021款 C 200 L 时尚型运动版,奔驰,奔驰C级,时尚型运动版,2021,2021,21.98,4.40万,5.12万公里,潍坊
MINI PACEMAN 2014款 1.6T COOPER S ALL4,MINI,MINI,S,2014,2016,9.3,1.86万,5.31万公里,天津
奥迪A3 2018款 30周年纪念版 Limousine 35TFSI 进取版,奥迪,奥迪A3,进取版,2018,2019,9.6,1.92万,6.53万公里,赣州
奔驰C级 2020款 C 260 L 运动版,奔驰,奔驰C级,运动版,2020,2019,20.4,4.08万,3.20万公里,南阳
吉利汽车吉利远景 2018款 1.5L 手自一体 尊贵版,吉利汽车,吉利汽车吉利远景,尊贵版,2018,2018,3.36,0.67万,3.06万公里,贵阳
奥迪A6L 2019款 45 TFSI quattro 尊享动感版,奥迪,奥迪A6L,尊享动感版,2019,2019,26.0,5.20万,10.71万公里,商丘
本田型格 2022款 240TURBO CVT豪华版,本田,本田型格,CVT豪华版,2022,2023,11.8,2.36万,4.00万公里,沈阳
特斯拉Model Y 2022款 545km 后轮驱动版,特斯拉,特斯拉Model,后轮驱动版,2022,2022,21.22,4.24万,1.68万公里,重庆
特斯拉Model Y 2022款 545km 后轮驱动版,特斯拉,特斯拉Model,后轮驱动版,2022,2022,21.22,4.24万,1.68万公里,重庆
奥迪A6L 2020款 40 TFSI 豪华动感版,奥迪,奥迪A6L,豪华动感版,2020,2020,28.72,5.74万,3.07万公里,石家庄
大众凌渡 2017款 230TSI 双离合 风尚版,大众,大众凌渡,风尚版,2017,2016,5.98,1.20万,7.67万公里,潍坊
奇瑞瑞虎8 PLUS 2022款 290TGDI 双离合两驱豪情版,奇瑞,奇瑞瑞虎8,双离合两驱豪情版,2022,2023,10.96,1.94万,1.09万公里,杭州
宝马3系 2017款 320Li 2.0T 手自一体 时尚版,宝马,宝马3系,时尚版,2017,2016,12.88,2.58万,7.27万公里,杭州
smart forfour 2016款 1.0L 52千瓦灵动版,smart,smart,52千瓦灵动版,2016,2017,6.0,1.20万,4.37万公里,许昌
丰田卡罗拉 2018款 1.2T CVT GL 智享版 国V,丰田,丰田卡罗拉,国V,2018,2019,6.5,1.30万,2.01万公里,福州
日产骐达 2016款 1.6L CVT 智行版,日产,日产骐达,智行版,2016,2016,5.5,1.10万,5.83万公里,许昌
吉利汽车吉利缤越 2022款 缤越COOL 290T Battle版,吉利汽车,吉利汽车吉利缤越,Battle版,2022,2022,8.8,1.76万,0.53万公里,许昌
现代名图 2017款 1.8L 手自一体 智能版 国V,现代,现代名图,国V,2017,2017,6.2,1.24万,4.08万公里,沈阳
吉利汽车吉利帝豪GS 2016款 运动版 1.8L 手动 领尚版,吉利汽车,吉利汽车吉利帝豪GS,领尚版,2016,2018,3.5,0.70万,6.48万公里,许昌
比亚迪元新能源 2018款 EV360 智联炫酷版,比亚迪,比亚迪元新能源,智联炫酷版,2018,2018,4.38,0.88万,8.29万公里,沈阳
别克GL8 2021款 Avenir艾维亚 六座贤礼版,别克,别克GL8,六座贤礼版,2021,2021,29.0,5.80万,3.36万公里,许昌
马自达CX-5 2022款 2.5L 四驱尊耀型,马自达,马自达CX-5,2.5L,2022,2022,15.0,3.00万,0.53万公里,许昌
奥迪A4L 2022款 40 TFSI 时尚动感型,奥迪,奥迪A4L,TFSI,2022,2022,20.0,4.00万,7.17万公里,赣州
雪佛兰创酷 2022款 RS 1.5T CVT 酷Max,雪佛兰,雪佛兰创酷,CVT,2022,2022,6.9,1.38万,2.31万公里,许昌
日产轩逸 2018款 1.6XV CVT 尊享版,日产,日产轩逸,尊享版,2018,2018,5.2,1.04万,9.30万公里,重庆
别克昂扬 2022款 GS 1.5T 燃速版,别克,别克昂扬,燃速版,2022,2022,12.0,2.40万,0.05万公里,许昌
丰田亚洲龙 2019款 2.0L CVT 豪华版 国VI,丰田,丰田亚洲龙,国VI,2019,2020,13.8,2.76万,4.57万公里,许昌
长安CS35PLUS 2019款 1.4T 双离合 酷联蓝鲸版 国VI,长安,长安CS35PLUS,国VI,2019,2020,5.6,1.12万,1.97万公里,长春
日产骐达 2014款 1.6 XL CVT 酷咖版,日产,日产骐达,酷咖版,2014,2015,4.9,0.98万,4.99万公里,许昌
哈弗大狗 2021款 1.5T 两驱拉布拉多版,哈弗,哈弗大狗,两驱拉布拉多版,2021,2021,8.38,1.68万,4.45万公里,武汉
雪佛兰科鲁泽 2019款 Redline 320T 双离合 爽快版,雪佛兰,雪佛兰科鲁泽,爽快版,2019,2019,3.96,0.79万,3.06万公里,许昌
